Obs Type,Source,Species,Lat,Lon
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.51150131,-67.10649872
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.47937393,-69.44683075
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.47683334,-67.9905014
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.07118225,-68.05780029
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.10714722,-69.91124725
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.0608139,-68.62470245
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.65418625,-69.11284637
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,41.60977173,-69.71715546
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.75283432,-69.08533478
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,38.37133408,-73.46916962
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.10546494,-67.48621368
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.51666641,-68.56666565
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,41.37131119,-68.76464844
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.40535355,-69.53684998
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.5290184,-69.17952728
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.26662064,-67.18431854
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,41.85538101,-68.04794312
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.53333282,-68.94999695
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.72386169,-68.96424866
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.35055542,-68.56998444
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,44.11038971,-66.85664368
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,41.95000076,-68.01699829
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,41.78350067,-68.6198349
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.57375717,-68.60752106
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,41.73758698,-68.73890686
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,40.63275146,-66.91809082
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,43.36233139,-67.61133575
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,38.5581665,-73.29633331
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.47683334,-69.01499939
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,42.89134979,-67.82395935
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Bathypolypus bairdii,41.85988998,-68.04037476
OBIS,"DFO-Central and Arctic, Freshwater Institute (FWI)",Bathypolypus bairdii,57.721,-60.594
OBIS,"DFO-Central and Arctic, Freshwater Institute (FWI)",Bathypolypus bairdii,59.563,-66.984
OBIS,"DFO-Central and Arctic, Freshwater Institute (FWI)",Bathypolypus bairdii,59.472,-67.389
OBIS,"DFO-Central and Arctic, Freshwater Institute (FWI)",Bathypolypus bairdii,59.326,-67.044
OBIS,"DFO-Central and Arctic, Freshwater Institute (FWI)",Bathypolypus bairdii,59.5,-66.377
OBIS,North Atlantic Fisheries Centre,Bathypolypus bairdii,44.85,-54.38
OBIS,North Atlantic Fisheries Centre,Bathypolypus bairdii,44.79,-54.26
OBIS,North Atlantic Fisheries Centre,Bathypolypus bairdii,44.66,-53.49
OBIS,North Atlantic Fisheries Centre,Bathypolypus bairdii,44.42,-53.23
OBIS,North Atlantic Fisheries Centre,Bathypolypus bairdii,43.88,-52.53
OBIS,North Atlantic Fisheries Centre,Bathypolypus bairdii,43.71,-52.44
OBIS,North Atlantic Fisheries Centre,Bathypolypus bairdii,43.77,-52.39
OBIS,North Atlantic Fisheries Centre,Bathypolypus bairdii,43.87,-52.45
OBIS,North Atlantic Fisheries Centre,Bathypolypus bairdii,43.87,-52.4
OBIS,North Atlantic Fisheries Centre,Bathypolypus bairdii,44.1,-52.66
OBIS,North Atlantic Fisheries Centre,Bathypolypus bairdii,43.46,-51.96
OBIS,North Atlantic Fisheries Centre,Bathypolypus bairdii,43.51,-51.81
OBIS,North Atlantic Fisheries Centre,Bathypolypus bairdii,43.04,-51.04
OBIS,North Atlantic Fisheries Centre,Bathypolypus bairdii,44.98,-56.15
OBIS,North Atlantic Fisheries Centre,Bathypolypus bairdii,51.97,-50.61
OBIS,North Atlantic Fisheries Centre,Bathypolypus bairdii,51.13,-50.1
OBIS,North Atlantic Fisheries Centre,Bathypolypus bairdii,51.01,-50.31
OBIS,North Atlantic Fisheries Centre,Bathypolypus bairdii,51.09,-50.45
OBIS,North Atlantic Fisheries Centre,Bathypolypus bairdii,50.49,-50.28
OBIS,North Atlantic Fisheries Centre,Bathypolypus bairdii,50.21,-50.26
OBIS,North Atlantic Fisheries Centre,Bathypolypus bairdii,50.31,-51.29
OBIS,North Atlantic Fisheries Centre,Bathypolypus bairdii,44.63,-53.37
OBIS,North Atlantic Fisheries Centre,Bathypolypus bairdii,44.9,-53.29
OBIS,North Atlantic Fisheries Centre,Bathypolypus bairdii,52.19,-50.99
OBIS,North Atlantic Fisheries Centre,Bathypolypus bairdii,50.4,-50.08
OBIS,North Atlantic Fisheries Centre,Bathypolypus bairdii,50.08,-50.3
OBIS,The Atlantic reference Centre,Bathypolypus bairdii,52.974998,-54.775
OBIS,The Atlantic reference Centre,Bathypolypus bairdii,42.966667,-50.5
OBIS,The Atlantic reference Centre,Bathypolypus bairdii,43.516666,-51.9167
OBIS,The Atlantic reference Centre,Bathypolypus bairdii,50.174999,-58.325
OBIS,The Atlantic reference Centre,Bathypolypus bairdii,41.516666,-65.8833
OBIS,The Atlantic reference Centre,Bathypolypus bairdii,44.299999,-57.7833
OBIS,The Atlantic reference Centre,Bathypolypus bairdii,47.575001,-56.2
OBIS,The Atlantic reference Centre,Bathypolypus bairdii,53.333332,-53.35
OBIS,The Atlantic reference Centre,Bathypolypus bairdii,43.5,-63.8667
OBIS,The Atlantic reference Centre,Bathypolypus bairdii,43.118057,-50.9014
OBIS,The Atlantic reference Centre,Bathypolypus bairdii,45.32,-55.405
OBIS,The Atlantic reference Centre,Bathypolypus bairdii,50.783333,-57.4167
OBIS,The Atlantic reference Centre,Bathypolypus bairdii,44.716667,-61
OBIS,The Atlantic reference Centre,Bathypolypus bairdii,50.783333,-57.4167
OBIS,The Atlantic reference Centre,Bathypolypus bairdii,44.80611,-66.9114
OBIS,The Atlantic reference Centre,Bathypolypus bairdii,42.766666,-62.6
OBIS,The Atlantic reference Centre,Bathypolypus bairdii,50.783333,-57.4167
OBIS,The Atlantic reference Centre,Bathypolypus bairdii,50.783333,-57.4167
OBIS,The Atlantic reference Centre,Bathypolypus bairdii,44.433334,-59.7333
OBIS,The Atlantic reference Centre,Bathypolypus bairdii,57.783333,-57.4167
OBIS,The Atlantic reference Centre,Bathypolypus bairdii,42.76667,-63.58333
OBIS,The Atlantic reference Centre,Bathypolypus bairdii,45.133333,-55.0333
OBIS,The Atlantic reference Centre,Bathypolypus bairdii,42.19167,-65.2
OBIS,The Atlantic reference Centre,Bathypolypus bairdii,39.966667,-69.3583
OBIS,The Atlantic reference Centre,Bathypolypus bairdii,45.078333,-56.1567
OBIS,The Atlantic reference Centre,Bathypolypus bairdii,43.491667,-51.9333
OBIS,The Atlantic reference Centre,Bathypolypus bairdii,46.833333,-57.3117
OBIS,The Atlantic reference Centre,Bathypolypus bairdii,58.33333,-53.5
OBIS,The Atlantic reference Centre,Bathypolypus bairdii,53.296667,-53.8667
OBIS,The Atlantic reference Centre,Bathypolypus bairdii,45.466667,-56.4458
OBIS,The Atlantic reference Centre,Bathypolypus bairdii,49.2,-59.8
OBIS,The Atlantic reference Centre,Bathypolypus bairdii,43.931667,-52.515
OBIS,The Atlantic reference Centre,Bathypolypus bairdii,31.891667,-79.1333
OBIS,The Atlantic reference Centre,Bathypolypus bairdii,39.941667,-69.9
OBIS,The Atlantic reference Centre,Bathypolypus bairdii,49.85,-52.4167
OBIS,The Atlantic reference Centre,Bathypolypus bairdii,42.975,-50.8667
OBIS,The Atlantic reference Centre,Bathypolypus bairdii,43.491667,-51.9333
OBIS,The Atlantic reference Centre,Bathypolypus bairdii,45.545,-55.3883
OBIS,The Atlantic reference Centre,Bathypolypus bairdii,43.221667,-51.205
OBIS,The Atlantic reference Centre,Bathypolypus bairdii,39,-72.8083
OBIS,The Atlantic reference Centre,Bathypolypus bairdii,48.791667,-63.0833
OBIS,The Atlantic reference Centre,Bathypolypus bairdii,48.858333,-50.1333
OBIS,The Atlantic reference Centre,Bathypolypus bairdii,47.1,-56.8667
OBIS,The Atlantic reference Centre,Bathypolypus bairdii,51.416667,-50.15
OBIS,The Atlantic reference Centre,Bathypolypus bairdii,45.073333,-55.4783
OBIS,The Atlantic reference Centre,Bathypolypus bairdii,42.391667,-64.875
OBIS,The Atlantic reference Centre,Bathypolypus bairdii,44.55,-53.63833
OBIS,The Atlantic reference Centre,Bathypolypus bairdii,44.383333,-53.3
OBIS,USNM,Bathypolypus bairdii,44.75,-66.5
OBIS,USNM,Bathypolypus bairdii,29.60000038,-80.18299866
OBIS,USNM,Bathypolypus bairdii,44.25,-64
OBIS,,Bathypolypus bairdii,39.43330002,-70.03330231
OBIS,USNM,Bathypolypus bairdii,44.75,-67
OBIS,,Bathypolypus bairdii,39.43330002,-70.03330231
OBIS,USNM,Bathypolypus bairdii,44.03300095,-59.08300018
OBIS,HMSC,Bathypolypus bairdii,44.85000038,-65.40000153
OBIS,IML-MLI,Bathypolypus bairdii,46.5,-61.16666667
OBIS,IML-MLI,Bathypolypus bairdii,46.5,-61.16666667
OBIS,IML-MLI,Bathypolypus bairdii,48.49,-68.53
OBIS,IML-MLI,Bathypolypus bairdii,44.931431,-66.993874
OBIS,IML-MLI,Bathypolypus bairdii,49.42111111,-63.695
OBIS,IML-MLI,Bathypolypus bairdii,49.07833333,-63.635
OBIS,IML-MLI,Bathypolypus bairdii,47.28333333,-58.68833333
OBIS,IML-MLI,Bathypolypus bairdii,49.08111111,-67.7775
OBIS,IML-MLI,Bathypolypus bairdii,48.84333333,-59.84333333
OBIS,IML-MLI,Bathypolypus bairdii,48.35833333,-64.40833333
OBIS,IML-MLI,Bathypolypus bairdii,48.15,-69.2
OBIS,IML-MLI,Bathypolypus bairdii,49.54,-61.855
OBIS,IML-MLI,Bathypolypus bairdii,48.03166667,-60.95333333
OBIS,IML-MLI,Bathypolypus bairdii,48.66305556,-68.92388889
OBIS,IML-MLI,Bathypolypus bairdii,48.64083333,-68.96361111
OBIS,IML-MLI,Bathypolypus bairdii,48.24361111,-69.9975
OBIS,IML-MLI,Bathypolypus bairdii,48.34583333,-64.4
OBIS,IML-MLI,Bathypolypus bairdii,48.15,-69.2
OBIS,IML-MLI,Bathypolypus bairdii,48.90416667,-62.25
OBIS,IML-MLI,Bathypolypus bairdii,46.45,-58.58333333
OBIS,IML-MLI,Bathypolypus bairdii,47.61666667,-60.26666667
OBIS,IML-MLI,Bathypolypus bairdii,49.1,-63.08333333
OBIS,IML-MLI,Bathypolypus bairdii,50.2,-64.535
OBIS,IML-MLI,Bathypolypus bairdii,48.29316667,-61.30883333
OBIS,Suffolk University - Biology Department,Bathypolypus bairdii,44.9095235,-67.0555366
OBIS,The Atlantic reference Centre,Bathypolypus bairdii,54.716667,-54.75
OBIS,The Atlantic reference Centre,Bathypolypus bairdii,44.851944,-53.4347
OBIS,The Atlantic reference Centre,Bathypolypus bairdii,44.801109,-54.2839
OBIS,The Atlantic reference Centre,Bathypolypus bairdii,43.950001,-59.9167
OBIS,The Atlantic reference Centre,Bathypolypus bairdii,46,-56
OBIS,The Atlantic reference Centre,Bathypolypus bairdii,43.633335,-52.1689
OBIS,The Atlantic reference Centre,Bathypolypus bairdii,42.943333,-50.4083
OBIS,The Atlantic reference Centre,Bathypolypus bairdii,48.858334,-51.78
OBIS,The Atlantic reference Centre,Bathypolypus bairdii,47.612499,-57.35
OBIS,The Atlantic reference Centre,Bathypolypus bairdii,48.200554,-59.7514
OBIS,The Atlantic reference Centre,Bathypolypus bairdii,44.068611,-52.5344
OBIS,The Atlantic reference Centre,Bathypolypus bairdii,44.967777,-53.1336
OBIS,The Atlantic reference Centre,Bathypolypus bairdii,46.766667,-58.9
OBIS,The Atlantic reference Centre,Bathypolypus bairdii,45.93,-52.5117
OBIS,The Atlantic reference Centre,Bathypolypus bairdii,50.455556,-58.2
OBIS,The Atlantic reference Centre,Bathypolypus bairdii,43.675,-59.525
OBIS,The Atlantic reference Centre,Bathypolypus bairdii,44.825,-54.1833
OBIS,The Atlantic reference Centre,Bathypolypus bairdii,45.883889,-56.8189
OBIS,The Atlantic reference Centre,Bathypolypus bairdii,45.21167,-55.42667
OBIS,The Atlantic reference Centre,Bathypolypus bairdii,47.108333,-60.1333
OBIS,The Atlantic reference Centre,Bathypolypus bairdii,47.785,-59.4983
OBIS,The Atlantic reference Centre,Bathypolypus bairdii,45.226667,-55.42
OBIS,The Atlantic reference Centre,Bathypolypus bairdii,38.966667,-72.8083
OBIS,The Atlantic reference Centre,Bathypolypus bairdii,46.996667,-60.0583
OBIS,The Atlantic reference Centre,Bathypolypus bairdii,47.035,-59.5633
OBIS,The Atlantic reference Centre,Bathypolypus bairdii,53.233333,-52.1333
OBIS,The Atlantic reference Centre,Bathypolypus bairdii,47.484167,-64.6858
OBIS,The Atlantic reference Centre,Bathypolypus bairdii,46.605,-58.9867
OBIS,The Atlantic reference Centre,Bathypolypus bairdii,46.955,-60.1117
OBIS,The Atlantic reference Centre,Bathypolypus bairdii,48.8,-61.9667
OBIS,The Atlantic reference Centre,Bathypolypus bairdii,47.035,-59.5633
OBIS,The Atlantic reference Centre,Bathypolypus bairdii,36.258333,-74.7417
OBIS,The Atlantic reference Centre,Bathypolypus bairdii,42.475,-64.73
OBIS,The Atlantic reference Centre,Bathypolypus bairdii,43.628333,-51.9467
OBIS,The Atlantic reference Centre,Bathypolypus bairdii,47.035,-59.5633
OBIS,The Atlantic reference Centre,Bathypolypus bairdii,45.183333,-54.6167
OBIS,The Atlantic reference Centre,Bathypolypus bairdii,43.578333,-60.095
OBIS,The Atlantic reference Centre,Bathypolypus bairdii,39.925,-69.7617
Specimen/Lot,NMNH,Graneledone verrucosa,34.233333,-75.708333
Specimen/Lot,NMNH,Graneledone verrucosa,36.968333,-74.183333
Specimen/Lot,NMNH,Graneledone verrucosa,36.968333,-74.183333
Specimen/Lot,NMNH,Graneledone verrucosa,36.5979165,-74.6525
Specimen/Lot,NMNH,Graneledone verrucosa,29.345,-87.0375
Specimen/Lot,NMNH,"Graneledone verrucosa (Verrill, 1881)",41.1611,-66.0389
Specimen/Lot,NMNH,"Graneledone verrucosa (Verrill, 1881)",27.73,-85.15
Specimen/Lot,NMNH,"Graneledone verrucosa (Verrill, 1881)",34.43,-75.7
Specimen/Lot,NMNH,"Graneledone verrucosa (Verrill, 1881)",37.95,-72.5667
Specimen/Lot,NMNH,"Graneledone verrucosa (Verrill, 1881)",39.5028,-71.8333
Specimen/Lot,NMNH,"Graneledone verrucosa (Verrill, 1881)",39.7558,-71.1167
Specimen/Lot,NMNH,"Graneledone verrucosa (Verrill, 1881)",39.2017,-71.8583
Specimen/Lot,NMNH,"Graneledone verrucosa (Verrill, 1881)",39.7483,-70.72
Specimen/Lot,NMNH,"Graneledone verrucosa (Verrill, 1881)",39.7367,-70.4767
Specimen/Lot,NMNH,"Graneledone verrucosa (Verrill, 1881)",39.7117,-71.1917
Specimen/Lot,NMNH,"Graneledone verrucosa (Verrill, 1881)",38.5833,-73.0875
Specimen/Lot,NMNH,"Graneledone verrucosa (Verrill, 1881)",39.7139,-69.3556
Specimen/Lot,NMNH,"Graneledone verrucosa (Verrill, 1881)",39.55,-71.2708
Specimen/Lot,NMNH,"Graneledone verrucosa (Verrill, 1881)",39.5833,-70.9
Specimen/Lot,NMNH,"Graneledone verrucosa (Verrill, 1881)",39.6833,-69.3389
Specimen/Lot,NMNH,"Graneledone verrucosa (Verrill, 1881)",39.1533,-72.1917
Specimen/Lot,NMNH,"Graneledone verrucosa (Verrill, 1881)",35.28,-71.97
Specimen/Lot,NMNH,"Graneledone verrucosa (Verrill, 1881)",45.45,-48.3
Specimen/Lot,NMNH,"Graneledone verrucosa (Verrill, 1881)",27.88,-85.22
Specimen/Lot,NMNH,"Graneledone verrucosa (Verrill, 1881)",32.6,-77.4875
Specimen/Lot,NMNH,"Graneledone verrucosa (Verrill, 1881)",39.92,-67.4
Specimen/Lot,NMNH,"Graneledone verrucosa (Verrill, 1881)",39.93,-70.82
Specimen/Lot,NMNH,"Graneledone verrucosa (Verrill, 1881)",39.9277,-67.4271
Specimen/Lot,NMNH,"Graneledone verrucosa (Verrill, 1881)",39.9277,-67.4271
Specimen/Lot,NMNH,"Graneledone verrucosa Verrill, 1881",39.8417,-70.1833
Specimen/Lot,NMNH,"Graneledone verrucosa Verrill, 1881",41.5542,-65.8569
Specimen/Lot,NMNH,"Graneledone verruscosa verrucosa (Verrill, 1881)",39.87,-70.5067
Specimen/Lot,MCZ,"	Graneledone v	errucosa",40.16666667,-68.26666667
Specimen/Lot,MCZ,"	Graneledone v	errucosa",41.55416667,-65.85694444
Specimen/Lot,MCZ,"	Graneledone v	errucosa",39.82,-70.55316667
Specimen ,Miami,Graneledone verrucosa,19.416667,-66.183333
Specimen,Yale,Graneledone verrucosa,41.1611,-66.0389
Specimen,Yale,Graneledone verrucosa,39.5167,-71.2417
Specimen,Yale,Graneledone verrucosa,39.9958,-68.9
Specimen,Yale,Graneledone verrucosa,39.7417,-70.5125
Specimen,Yale,Graneledone verrucosa,39.5792,-71.525
Specimen,Yale,Graneledone verrucosa,,
ROV,Okeanos,Graneledone,,
ROV,Okeanos,Graneledone,,
ROV,Okeanos,Graneledone,,
ROV,Okeanos,Graneledone,,
ROV,Okeanos,Graneledone,,
ROV,Okeanos,Graneledone,,
ROV,Okeanos,Graneledone,,
ROV,Okeanos,Graneledone,,
ROV,Okeanos,Graneledone,,
ROV,Okeanos,Graneledone,,
ROV,Okeanos,Graneledone,,
ROV,Okeanos,Graneledone,,
ROV,Okeanos,Graneledone,,
ROV,Okeanos,Graneledone,,
ROV,Okeanos,Graneledone,,
ROV,Okeanos,Graneledone,,
ROV,Okeanos,Graneledone,,
ROV,Okeanos,Graneledone,,
ROV,Okeanos,Graneledone,32.093474,-77.16217
ROV,Okeanos,Graneledone,34.774547,-75.342497
ROV,Okeanos,Graneledone,31.526795,-77.163942
ROV,Okeanos,Graneledone,31.526795,-77.163942
ROV,Okeanos,Graneledone,,
ROV,Okeanos,Graneledone,36.355265,-74.625745
ROV,Okeanos,Graneledone,38.32,-73.42686
ROV,Okeanos,Graneledone,,
ROV,Okeanos,Graneledone,,
ROV,Okeanos,Graneledone,,
ROV,Okeanos,Graneledone,,
ROV,Okeanos,Graneledone,,
ROV,Okeanos,Graneledone,,
ROV,Okeanos,Graneledone,,
ROV,Okeanos,Graneledone,,
ROV,Okeanos,Graneledone,,
ROV,Okeanos,Graneledone,,
ROV,Okeanos,Graneledone,,
ROV,Okeanos,Graneledone,,
ROV,Okeanos,Graneledone verrucosa,40.00037283,-69.02701033
ROV,Okeanos,Graneledone verrucosa,40.00053467,-69.0272095
ROV,Okeanos,Graneledone verrucosa,40.00079517,-69.027703
ROV,Okeanos,Graneledone verrucosa,40.05012683,-69.03667667
ROV,Okeanos,Graneledone verrucosa,39.855112,-70.259186
ROV,Okeanos,Graneledone verrucosa,39.85419567,-70.26066483
ROV,Okeanos,Graneledone verrucosa,39.85399333,-70.26074567
ROV,Okeanos,Graneledone verrucosa,39.85335317,-70.26128283
ROV,Okeanos,Graneledone verrucosa,39.8838515,-70.52250017
ROV,Okeanos,Graneledone verrucosa,39.88485383,-70.52320517
ROV,Okeanos,Graneledone verrucosa,39.84002017,-70.46710717
ROV,Okeanos,Graneledone verrucosa,39.8412035,-70.4691885
ROV,Okeanos,Graneledone verrucosa,39.784073,-71.26573833
ROV,Okeanos,Graneledone verrucosa,39.7327885,-69.511872
ROV,Okeanos,Graneledone verrucosa,39.80529617,-69.59275367
ROV,Okeanos,Graneledone verrucosa,39.80528267,-69.59272267
ROV,Okeanos,Graneledone verrucosa,39.80549433,-69.59268167
ROV,Okeanos,Graneledone verrucosa,39.80549433,-69.59268167
ROV,Okeanos,Graneledone verrucosa,39.80544067,-69.59264383
ROV,Okeanos,Graneledone verrucosa,39.805543,-69.5927315
ROV,Okeanos,Graneledone verrucosa,39.80555733,-69.5926995
ROV,Okeanos,Graneledone verrucosa,39.80553517,-69.59267083
ROV,Okeanos,Graneledone verrucosa,39.80553517,-69.59267083
ROV,Okeanos,Graneledone verrucosa,39.80553517,-69.59267083
ROV,Okeanos,Graneledone verrucosa,39.80778083,-71.27007233
ROV,Okeanos,Graneledone verrucosa,39.808313,-71.27055967
ROV,Okeanos,Graneledone verrucosa,39.808586,-71.270815
ROV,Okeanos,Graneledone verrucosa,39.81687633,-71.12282183
ROV,Okeanos,Graneledone verrucosa,39.8166245,-71.122653
ROV,Okeanos,Graneledone verrucosa,39.81677083,-71.12208267
ROV,Okeanos,Graneledone verrucosa,39.81717417,-71.12382933
ROV,Okeanos,Graneledone verrucosa,39.81706717,-71.12398567
ROV,Okeanos,Graneledone verrucosa,39.81708733,-71.1240115
ROV,Okeanos,Graneledone verrucosa,39.93268333,-69.22922267
ROV,Okeanos,Graneledone verrucosa,39.93313733,-69.2291075
ROV,Okeanos,Graneledone verrucosa,40.25176067,-68.1217345
ROV,Okeanos,Graneledone verrucosa,40.25163467,-68.12194883
ROV,Okeanos,Graneledone verrucosa,41.03074967,-66.329128
ROV,Okeanos,Graneledone verrucosa,40.75482117,-66.67662767
ROV,Okeanos,Graneledone verrucosa,40.30326533,-67.676935
ROV,Okeanos,Graneledone verrucosa,40.2895805,-68.11758267
ROV,Okeanos,Graneledone verrucosa,40.08877133,-68.46869967
ROV,Okeanos,Graneledone verrucosa,40.08857533,-68.46860683
ROV,Okeanos,Graneledone verrucosa,40.0892035,-68.46972767
ROV,Okeanos,Graneledone verrucosa,40.0892515,-68.46994383
ROV,Okeanos,Graneledone verrucosa,40.089284,-68.46998683
ROV,Okeanos,Graneledone verrucosa,40.08937533,-68.470207
ROV,Okeanos,Graneledone verrucosa,40.08939633,-68.47012383
ROV,Okeanos,Graneledone verrucosa,39.86074233,-70.06149033
ROV,Okeanos,Graneledone verrucosa,37.890125,-73.912926
ROV,Okeanos,Graneledone verrucosa,37.88994633,-73.91285817
ROV,Okeanos,Graneledone verrucosa,37.88970667,-73.91457067
ROV,Okeanos,Graneledone verrucosa,37.88931233,-73.91474533
ROV,Okeanos,Graneledone verrucosa,37.88922617,-73.91465483
ROV,Okeanos,Graneledone verrucosa,39.02343433,-72.44922417
ROV,Okeanos,Graneledone verrucosa,39.02343433,-72.44922417
ROV,Okeanos,Graneledone verrucosa,39.0234235,-72.44923217
ROV,Okeanos,Graneledone verrucosa,39.7069505,-71.59666617
ROV,Okeanos,Graneledone verrucosa,39.70122083,-71.5963755
ROV,Okeanos,Graneledone verrucosa,39.86056583,-69.393672
ROV,Okeanos,Graneledone verrucosa,39.861386,-69.3943835
ROV,Okeanos,Graneledone verrucosa,39.861386,-69.3943835
ROV,Okeanos,Graneledone verrucosa (both),39.0234235,-72.44923217
ROV,Okeanos,Graneledone verrucosa (both),39.0234235,-72.44923217
ROV,Okeanos,Graneledone verrucosa?,39.80520433,-69.592919
ROV,Okeanos,Graneledone verrucosa?,39.86069967,-69.3935845
ROV,Okeanos,Graneledone verrucosa?,39.86069967,-69.3935845
ROV,Okeanos,Graneledone verrucosa?,39.86069967,-69.3935845
ROV,Okeanos,Graneledone/Muusoctopus,39.86147517,-69.39447217
ROV,Okeanos,Graneledone/Muusoctopus,39.86147517,-69.39447217
ROV,Okeanos,Graneledone?,41.83750153,-65.85690308
OBIS,,Graneledone verrucosa,41.5541687,-65.85694122
OBIS,USNM,Graneledone verrucosa,38.73329926,-72.63330078
OBIS,,Graneledone verrucosa,39.91699982,-67.40000153
OBIS,USNM,Graneledone verrucosa,34.43299866,-75.69999695
OBIS,USNM,Graneledone verrucosa,35.28300095,-71.96700287
OBIS,USNM,Graneledone verrucosa,27.88299942,-85.21700287
OBIS,USNM,Graneledone verrucosa,39.71389008,-69.3555603
OBIS,USNM,Graneledone verrucosa,42.66669846,-62.81669998
OBIS,,Graneledone verrucosa,39.93299866,-70.81700134
OBIS,USNM,Graneledone verrucosa,27.7329998,-85.15000153
OBIS,USNM,Graneledone verrucosa,42.66669846,-62.81669998
OBIS,,Graneledone verrucosa,39.68333054,-69.33889008
OBIS,USNM,Graneledone verrucosa,39.54999924,-71.27082825
OBIS,USNM,Graneledone verrucosa,39.71670151,-69.34999847
OBIS,,Graneledone verrucosa,39.68330002,-69.33329773
OBIS,,Graneledone verrucosa,39.71166992,-71.19167328
OBIS,USNM,Graneledone verrucosa,32.59999847,-77.48750305
OBIS,USNM,Graneledone verrucosa,41.16110992,-66.03888702
OBIS,USNM,Graneledone verrucosa,39.74832916,-70.72000122
OBIS,USNM,Graneledone verrucosa,39.84582901,-70.18299866
OBIS,USNM,Graneledone verrucosa,37.95000076,-72.56667328
OBIS,USNM,Graneledone verrucosa,41.41699982,-70.66699982
OBIS,USNM,Graneledone verrucosa,39.50278091,-71.83332825
OBIS,USNM,Graneledone verrucosa,43,-63
OBIS,,Graneledone verrucosa,39.75582886,-71.1166687
OBIS,USNM,Graneledone verrucosa,39.73667145,-70.47666931
OBIS,USNM,Graneledone verrucosa,38.58332825,-73.08750153
OBIS,USNM,Graneledone verrucosa,39.15333176,-72.19167328
OBIS,USNM,Graneledone verrucosa,39.2016716,-71.85832977
OBIS,USNM,Graneledone verrucosa,41.15000153,-66.03330231
OBIS,,Graneledone verrucosa,39.84579849,-70.1832962
OBIS,,Graneledone verrucosa,39.58332825,-70.90000153
OBIS,USNM,Graneledone verrucosa,40.3299675,-67.43235016
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Graneledone verrucosa,40.44086838,-67.40950012
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Graneledone verrucosa,39.93166733,-67.40000153
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Graneledone verrucosa,39.78033447,-69.83567047
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Graneledone verrucosa,40.27446747,-67.7060318
OBIS,"NOAA, NMFS, Northeast Fisheries Science Center",Graneledone verrucosa,,
Specimen,NMNH,Muusoctopus januarii,28.5506945,-89.8391665
Specimen,NMNH,Muusoctopus januarii,27.5695835,-93.5406945
Specimen/Lot,NMNH,"Muusoctopus januarii (Hoyle, 1885)",29.0542,-88.2667
Specimen/Lot,NMNH,"Muusoctopus januarii (Hoyle, 1885)",29.07,-88.27
Specimen/Lot,NMNH,"Muusoctopus januarii (Hoyle, 1885)",11.43,-74.23
